,Electricity (%_elec),Space Heating (%_sh),Passanger mobility (%_pass),Freight mobility (%_freight),PV,Wind_onshore,Wind_offshore,Hydro_river,Solar
70,0.000126133156721293,0.00017281086847431275,3.759486830047698e-05,0.00011415525114155251,0,0.076578382,0.405700646,0.35632024958692604,0
71,0.000136778764403132,0.0001777957973726102,2.3496792687798115e-05,0.00011415525114155251,0,0.085883422,0.263188009,0.3563011618542579,0
72,0.000136894059793189,0.0001827807262709077,9.398717075119246e-06,0.00011415525114155251,0,0.090199642,0.319067678,0.3563011618542579,0
73,0.000109376893366484,0.00019108894110140352,5.874198171949529e-06,0.00011415525114155251,0,0.134936437,0.374785875,0.3563011618542579,0
74,8.58566337950542e-05,0.0001993971559318993,2.3496792687798115e-06,0.00011415525114155251,0,0.165299196,0.333129739,0.3563011618542579,0
75,6.80242801330555e-05,0.00020770537076239513,1.1748396343899057e-06,0.00011415525114155251,0,0.151368362,0.246317748,0.356272530255255,0
76,6.06838069661552e-05,0.00021102865669459344,1.409807561267887e-05,0.00011415525114155251,0,0.155530908,0.233182393,0.356272530255255,0
77,5.76861268246985e-05,0.00021601358559289092,3.759486830047698e-05,0.00011415525114155251,0,0.165860438,0.219320416,0.356272530255255,0
78,5.74555360445864e-05,0.00022099851449118842,9.398717075119246e-05,0.00011415525114155251,0,0.171976196,0.158666807,0.356272530255255,0
79,6.82164391164822e-05,0.00022432180042338673,0.0001821001433304354,0.00011415525114155251,0,0.12588752,0.183968689,0.35624389865625306,0
80,7.64024118104601e-05,0.00022598344338948587,0.00015860335064263727,0.00011415525114155251,0,0.096967956,0.166828138,0.35624389865625306,0
81,9.75783317840836e-05,0.00022598344338948587,0.00014685495429873823,0.00011415525114155251,1.20032e-05,0.110874291,0.132813816,0.35624389865625306,0
82,0.000114142436155466,0.00021601358559289092,0.0001644775488145868,0.00011415525114155251,0.023863293,0.117969996,0.089802724,0.35624389865625306,0.029166247
83,0.000126210020314663,0.00020272044186409762,0.00018797434150238492,0.00011415525114155251,0.10634011,0.100277503,0.051354956,0.35622481092358416,0.118155678
84,0.000137893286507007,0.0001827807262709077,0.00020677177565262342,0.00011415525114155251,0.200073391,0.084068293,0.038570626,0.35622481092358416,0.41878716
85,0.000139738012747904,0.00017613415440651106,0.00018797434150238492,0.00011415525114155251,0.27124573,0.076380166,0.041491154,0.35622481092358416,0.30363328
86,0.000136356014639594,0.0001827807262709077,0.00019032402077116473,0.00011415525114155251,0.28491656,0.059932651,0.038510952,0.35622481092358416,0
87,0.00012640217929809,0.00018444236923700685,0.00021382081345896285,0.00011415525114155251,0.226070689,0.053919341,0.030528644,0.3561961793245822,0.030142759
88,0.000122520567832871,0.00019108894110140352,0.00022321953053408208,0.00011415525114155251,0.12198976,0.056222216,0.042888234,0.3561961793245822,0.106249146
89,0.000128170041945616,0.00020105879889799848,0.00022321953053408208,0.00011415525114155251,0.024515755,0.058237789,0.035211317,0.3561961793245822,0
90,0.000155879367355748,0.00020438208483019682,0.0001644775488145868,0.00011415525114155251,0,0.095270866,0.041754423,0.3561961793245822,0
91,0.000160760205534786,0.00020936701372849427,0.00011748396343899057,0.00011415525114155251,0,0.10069398,0.04255827,0.35617709159191335,0
92,0.000147462803881658,0.0002126902996606926,8.811297257924293e-05,0.00011415525114155251,0,0.071462615,0.103755967,0.35617709159191335,0
93,0.000129053973269379,0.00021601358559289092,5.874198171949529e-05,0.00011415525114155251,0,0.090489172,0.181090284,0.35617709159191335,0
94,0.000111721232964289,0.00022099851449118842,3.759486830047698e-05,0.00011415525114155251,0,0.119575772,0.252829261,0.35617709159191335,0
95,0.000118293070197483,0.00022432180042338673,2.3496792687798115e-05,0.00011415525114155251,0,0.128825133,0.315603061,0.3561484599929113,0
96,0.000118024047620686,0.00022764508635558504,9.398717075119246e-06,0.00011415525114155251,0,0.163524156,0.194692502,0.3561484599929113,0
97,9.5157128592907e-05,0.00023263001525388255,5.874198171949529e-06,0.00011415525114155251,0,0.215218573,0.079142095,0.3561484599929113,0
98,7.45576855695636e-05,0.0002342916582199817,2.3496792687798115e-06,0.00011415525114155251,0,0.251770586,0.103689273,0.3561484599929113,0
99,5.80320129948666e-05,0.0002392765871182792,1.1748396343899057e-06,0.00011415525114155251,0,0.223214047,0.198051811,0.3561198283939083,0
100,5.09605624047636e-05,0.0002459231589826758,1.409807561267887e-05,0.00011415525114155251,0,0.276024267,0.290083544,0.3561198283939083,0
101,4.92695633506086e-05,0.00023761494415218003,3.759486830047698e-05,0.00011415525114155251,0,0.282979662,0.306055181,0.3561198283939083,0
102,4.92695633506086e-05,0.00023761494415218003,9.398717075119246e-05,0.00011415525114155251,0,0.25071937,0.183196434,0.3561198283939083,0
103,5.66869001108796e-05,0.00023761494415218003,0.0001821001433304354,0.00011415525114155251,0,0.188953773,0.065754002,0.35610074066123953,0
104,5.76476950280131e-05,0.00023761494415218003,0.00015860335064263727,0.00011415525114155251,0,0.210189664,0.139490312,0.35610074066123953,0
105,7.25592321419259e-05,0.0002392765871182792,0.00014685495429873823,0.00011415525114155251,3.08655e-05,0.213158457,0.190139708,0.35610074066123953,0
106,8.60103609817956e-05,0.00023096837228778338,0.0001644775488145868,0.00011415525114155251,0.025061902,0.230911083,0.302562482,0.35610074066123953,0
107,0.000100998761689079,0.00022266015745728756,0.00018797434150238492,0.00011415525114155251,0.106314389,0.257440914,0.337633389,0.3560721090622376,0
108,0.000117101684500237,0.00021601358559289092,0.00020677177565262342,0.00011415525114155251,0.197698465,0.231528004,0.3084246,0.3560721090622376,0
109,0.000125133930007474,0.0002126902996606926,0.00018797434150238492,0.00011415525114155251,0.24308442,0.158221308,0.252049986,0.3560721090622376,0
110,0.000121175454948884,0.00021102865669459344,0.00019032402077116473,0.00011415525114155251,0.234327201,0.109573634,0.23735257,0.3560721090622376,0
111,0.000111452210387492,0.00021102865669459344,0.00021382081345896285,0.00011415525114155251,0.171580278,0.087043768,0.214929093,0.3560721090622376,0
112,0.000108723552822833,0.00021435194262679178,0.00022321953053408208,0.00011415525114155251,0.08878709,0.080344496,0.233256108,0.35605302132956873,0
113,0.000113758118188613,0.00021933687152508923,0.00022321953053408208,0.00011415525114155251,0.017575312,0.092947947,0.24058902,0.35605302132956873,0
114,0.000146502008964524,0.00022266015745728756,0.0001644775488145868,0.00011415525114155251,0,0.096081549,0.196114153,0.35605302132956873,0
115,0.000159991569601079,0.00022598344338948587,0.00011748396343899057,0.00011415525114155251,0,0.101155001,0.197911401,0.35605302132956873,0
116,0.000153496595961256,0.00022930672932168424,8.811297257924293e-05,0.00011415525114155251,0,0.116431034,0.237970373,0.3560243897305666,0
117,0.000138469763457288,0.00023263001525388255,5.874198171949529e-05,0.00011415525114155251,0,0.121887556,0.219973322,0.3560243897305666,0
118,0.000118677388164336,0.00023595330118608086,3.759486830047698e-05,0.00011415525114155251,0,0.121428762,0.172349761,0.3560243897305666,0
119,0.000120868000575401,0.0002392765871182792,2.3496792687798115e-05,0.00011415525114155251,0,0.091524797,0.116926425,0.3560243897305666,0
120,0.000114411458732263,0.0002425998730504775,9.398717075119246e-06,0.00011415525114155251,0,0.077963671,0.107525976,0.35600530199789776,0
121,8.92770637000497e-05,0.00024924644491487415,5.874198171949529e-06,0.00011415525114155251,0,0.085527078,0.092161612,0.35600530199789776,0
122,7.19443233949604e-05,0.0002558930167792708,2.3496792687798115e-06,0.00011415525114155251,0,0.102838727,0.122100534,0.35600530199789776,0
123,5.90312397086854e-05,0.0002642012316097666,1.1748396343899057e-06,0.00011415525114155251,0,0.145649037,0.146012356,0.35600530199789776,0
124,4.93848587406646e-05,0.00026918616050806407,1.409807561267887e-05,0.00011415525114155251,0,0.184018405,0.148511654,0.3559766703988957,0
125,5.27668568489747e-05,0.00027250944644026235,3.759486830047698e-05,0.00011415525114155251,0,0.174679958,0.145829823,0.3559766703988957,0
126,7.49035717397317e-05,0.00027749437533855986,9.398717075119246e-05,0.00011415525114155251,0,0.168539701,0.142063325,0.3559766703988957,0
127,0.000121329182135625,0.0002791560183046591,0.0001821001433304354,0.00011415525114155251,0,0.160537545,0.100719601,0.3559766703988957,0
128,0.000164219067236467,0.00028247930423685736,0.00015860335064263727,0.00011415525114155251,0,0.204577242,0.107747122,0.35594803879989284,0
129,0.000184780078463125,0.00028247930423685736,0.00014685495429873823,0.00011415525114155251,9.60259e-05,0.228396629,0.126776186,0.35594803879989284,0
130,0.000187278145247672,0.00026253958864366745,0.0001644775488145868,0.00011415525114155251,0.023551209,0.279400629,0.148852148,0.35594803879989284,0.089222849
131,0.000188930712505142,0.0002392765871182792,0.00018797434150238492,0.00011415525114155251,0.094808428,0.254937595,0.146640691,0.35594803879989284,0.292669495
132,0.00019100602952615,0.00021767522855899009,0.00020677177565262342,0.00011415525114155251,0.176888281,0.238432174,0.22233221,0.3559289510672249,0.431651906
133,0.000179092172553694,0.00020272044186409762,0.00018797434150238492,0.00011415525114155251,0.193060928,0.22247686,0.307220584,0.3559289510672249,0.424285063
134,0.000181167489574703,0.000196073869999701,0.00019032402077116473,0.00011415525114155251,0.167363712,0.159452922,0.353755967,0.3559289510672249,0.428284779
135,0.00018028355825094,0.00019773551296580017,0.00021382081345896285,0.00011415525114155251,0.114083056,0.123161486,0.427436113,0.3559289510672249,0.287976646
136,0.000177516468889595,0.00020936701372849427,0.00022321953053408208,0.00011415525114155251,0.045746053,0.136508806,0.591824628,0.35590031946822204,0.194166581
137,0.000181474943948185,0.00022598344338948587,0.00022321953053408208,0.00011415525114155251,0.007413714,0.195481555,0.73244875,0.35590031946822204,0
138,0.000210759973022416,0.00022764508635558504,0.0001644775488145868,0.00011415525114155251,0,0.266941943,0.830497051,0.35590031946822204,0
139,0.000214180402927411,0.00023096837228778338,0.00011748396343899057,0.00011415525114155251,0,0.292834808,0.704254423,0.35590031946822204,0
140,0.000190352688982499,0.00023263001525388255,8.811297257924293e-05,0.00011415525114155251,0,0.360618168,0.706269306,0.3558812317355539,0
141,0.000169753245959156,0.00023595330118608086,5.874198171949529e-05,0.00011415525114155251,0,0.377704876,0.69382547,0.3558812317355539,0
142,0.000148308303408735,0.0002392765871182792,3.759486830047698e-05,0.00011415525114155251,0,0.330683023,0.677183375,0.3558812317355539,0
143,0.000152574232840808,0.00024093823008437834,2.3496792687798115e-05,0.00011415525114155251,0,0.257518864,0.609393429,0.3558812317355539,0
144,0.000143196874449585,0.00024426151601657665,9.398717075119246e-06,0.00011415525114155251,0,0.194156399,0.391775484,0.35585260013655107,0
145,0.000116486775753272,0.00024426151601657665,5.874198171949529e-06,0.00011415525114155251,0,0.130862977,0.296577506,0.35585260013655107,0
146,9.47343788293682e-05,0.00024426151601657665,2.3496792687798115e-06,0.00011415525114155251,0,0.110462268,0.280117944,0.35585260013655107,0
147,8.00534324955676e-05,0.00024426151601657665,1.1748396343899057e-06,0.00011415525114155251,0,0.115687165,0.245457737,0.35585260013655107,0
148,7.40580722126542e-05,0.0002425998730504775,1.409807561267887e-05,0.00011415525114155251,0,0.129139161,0.126698961,0.3558239685375483,0
149,8.00534324955676e-05,0.0002425998730504775,3.759486830047698e-05,0.00011415525114155251,0,0.116328585,0.087693064,0.3558239685375483,0
150,9.90387400581266e-05,0.0002425998730504775,9.398717075119246e-05,0.00011415525114155251,0,0.103239615,0.131437798,0.3558239685375483,0
151,0.000141659602582171,0.00024093823008437834,0.0001821001433304354,0.00011415525114155251,0,0.093636137,0.216224375,0.3558239685375483,0
152,0.000180744739811164,0.00024093823008437834,0.00015860335064263727,0.00011415525114155251,0,0.103671682,0.323072873,0.35580488080488026,0
153,0.000198461798083107,0.0002392765871182792,0.00014685495429873823,0.00011415525114155251,2.57212e-05,0.151887288,0.417965459,0.35580488080488026,0
154,0.000190160529999073,0.00023761494415218003,0.0001644775488145868,0.00011415525114155251,0.029673718,0.232084792,0.521430076,0.35580488080488026,0
155,0.000185087532836607,0.00023595330118608086,0.00018797434150238492,0.00011415525114155251,0.129636679,0.223452352,0.570313816,0.35580488080488026,0
156,0.000190198961795758,0.00022764508635558504,0.00020677177565262342,0.00011415525114155251,0.241045585,0.204889043,0.579261443,0.35577624920587736,0
157,0.000176670969362518,0.00022432180042338673,0.00018797434150238492,0.00011415525114155251,0.309007058,0.197539443,0.666757933,0.35577624920587736,0
158,0.000179361195130492,0.000196073869999701,0.00019032402077116473,0.00011415525114155251,0.269303778,0.171671076,0.774536647,0.35577624920587736,0.516726624
159,0.000177823923263078,0.0001827807262709077,0.00021382081345896285,0.00011415525114155251,0.178174342,0.197234323,0.813563606,0.35577624920587736,0.58352097
160,0.000178861581773582,0.00018111908330480854,0.00022321953053408208,0.00011415525114155251,0.081111877,0.248581304,0.881156978,0.35575716147320935,0.40105317
161,0.000183819283545991,0.00018942729813530435,0.00022321953053408208,0.00011415525114155251,0.014042073,0.285322625,0.900926706,0.35575716147320935,0
162,0.000216870628695385,0.00019441222703360183,0.0001644775488145868,0.00011415525114155251,0,0.356912188,0.906757231,0.35575716147320935,0
163,0.000222712261791557,0.0001993971559318993,0.00011748396343899057,0.00011415525114155251,0,0.41893168,0.918600814,0.35575716147320935,0
164,0.000202304977751641,0.00020272044186409762,8.811297257924293e-05,0.00011415525114155251,0,0.479467889,0.920320837,0.3557285298742065,0
165,0.000177516468889595,0.00020770537076239513,5.874198171949529e-05,0.00011415525114155251,0,0.451782167,0.92542474,0.3557285298742065,0
166,0.000158069979766812,0.0002126902996606926,3.759486830047698e-05,0.00011415525114155251,0,0.505240488,0.924192643,0.3557285298742065,0
167,0.000159876274211023,0.00021601358559289092,2.3496792687798115e-05,0.00011415525114155251,0,0.55388148,0.925814378,0.3557285298742065,0
168,0.000153266005181144,0.00022099851449118842,9.398717075119246e-06,0.00011415525114155251,0,0.636266047,0.926874473,0.35569989827520365,0
169,0.000125787270551125,0.00022764508635558504,5.874198171949529e-06,0.00011415525114155251,0,0.673348122,0.930658523,0.35569989827520365,0
170,0.000101844261216157,0.00023595330118608086,2.3496792687798115e-06,0.00011415525114155251,0,0.667965096,0.925730132,0.35569989827520365,0
171,8.30511126370243e-05,0.00024426151601657665,1.1748396343899057e-06,0.00011415525114155251,0,0.707568307,0.92429093,0.35569989827520365,0
172,7.84008652380979e-05,0.00024924644491487415,1.409807561267887e-05,0.00011415525114155251,0,0.705214207,0.924915754,0.3556808105425356,0
173,8.77782236293213e-05,0.00025423137381317166,3.759486830047698e-05,0.00011415525114155251,0,0.671241236,0.914672845,0.3556808105425356,0
174,0.00010676353119188,0.00025755465974536994,9.398717075119246e-05,0.00011415525114155251,0,0.643110084,0.922883319,0.3556808105425356,0
175,0.00014826987161205,0.0002608779456775683,0.0001821001433304354,0.00011415525114155251,0,0.663778051,0.924269868,0.3556808105425356,0
176,0.000186663236500707,0.0002642012316097666,0.00015860335064263727,0.00011415525114155251,0,0.671374865,0.910959,0.35565217894353274,0
177,0.000200037501747206,0.0002642012316097666,0.00014685495429873823,0.00011415525114155251,0,0.681889248,0.884463634,0.35565217894353274,0
178,0.000198192775506309,0.00026253958864366745,0.0001644775488145868,0.00011415525114155251,0.001319499,0.701203107,0.884161752,0.35565217894353274,0
179,0.000193926846074236,0.0002608779456775683,0.00018797434150238492,0.00011415525114155251,0.008421986,0.74862362,0.879654591,0.35565217894353274,0
180,0.000192966051157103,0.00025755465974536994,0.00020677177565262342,0.00011415525114155251,0.010494259,0.77958771,0.444769728,0.3556330912108647,0
181,0.000187662463214525,0.00025755465974536994,0.00018797434150238492,0.00011415525114155251,0.011951795,0.778926246,0.120889497,0.3556330912108647,0
182,0.000188815417115086,0.0002459231589826758,0.00019032402077116473,0.00011415525114155251,0.013182984,0.791625464,0.49171581,0.3556330912108647,0.017841632
183,0.000184203601512845,0.00024924644491487415,0.00021382081345896285,0.00011415525114155251,0.006466315,0.797371516,0.464069082,0.3556330912108647,0.004310877
184,0.000186163623143797,0.0002459231589826758,0.00022321953053408208,0.00011415525114155251,0.006782687,0.756242706,0.258245577,0.3556044596118619,0.013896237
185,0.000183511829172508,0.00024924644491487415,0.00022321953053408208,0.00011415525114155251,0.009075305,0.634390785,0.512559674,0.3556044596118619,0
186,0.000215448652218028,0.0002558930167792708,0.0001644775488145868,0.00011415525114155251,0,0.458200818,0.484712862,0.3556044596118619,0
187,0.000221444012500941,0.00026253958864366745,0.00011748396343899057,0.00011415525114155251,0,0.4555171,0.753148694,0.3556044596118619,0
188,0.00019992220635715,0.00026752451754196495,8.811297257924293e-05,0.00011415525114155251,0,0.458610614,0.884495226,0.35557582801285986,0
189,0.000178554127400099,0.0002741710894063616,5.874198171949529e-05,0.00011415525114155251,0,0.499385306,0.881897641,0.35557582801285986,0
190,0.00015676329867951,0.0002808176612707582,3.759486830047698e-05,0.00011415525114155251,0,0.547095349,0.872451559,0.35557582801285986,0
191,0.000162758658962424,0.00028746423313515487,2.3496792687798115e-05,0.00011415525114155251,0,0.610600351,0.811366189,0.35557582801285986,0
192,0.000155072299625355,0.0002924491620334524,9.398717075119246e-06,0.00011415525114155251,0,0.579010432,0.651070626,0.35557582801285986,0
193,0.000123673521733431,0.00029743409093174977,5.874198171949529e-06,0.00011415525114155251,0,0.650337191,0.775624824,0.3555567402801909,0
194,9.81163769376783e-05,0.00030075737686394816,2.3496792687798115e-06,0.00011415525114155251,0,0.713069371,0.745240101,0.3555567402801909,0
195,8.42424983342699e-05,0.0003057423057622456,1.1748396343899057e-06,0.00011415525114155251,0,0.800890415,0.856199101,0.3555567402801909,0
196,7.85545924248392e-05,0.0003074039487283448,1.409807561267887e-05,0.00011415525114155251,0,0.791246849,0.910962511,0.3555567402801909,0
197,8.20903177198907e-05,0.00030906559169444395,3.759486830047698e-05,0.00011415525114155251,0,0.822518285,0.911991014,0.3555281086811889,0
198,0.000100306989348743,0.0003123888776266423,9.398717075119246e-05,0.00011415525114155251,0,0.899956348,0.911991014,0.3555281086811889,0
